Rating,Review
5,"I enjoyed working at Amazon and would work there again. I am rehire-able. When I worked for Amazon, it was a fast paced setting and in a large multi level warehouse."
5,I love working at Amazon!!!  The application and interview process was super easy.  My supervisors are approachable and easy to talk to.  I would  highly recommend Amazon to anyone!!!
5,"It's not a good company to work for, management would make your life miserable if your not one of they friends,  the will send you to unload trucks,  load trucks or to do anything that their friends dont wanna do."
5,"My experience at amazon was bad. I was the top shipper for 3 months, and it's great I was able to quit when I did. The pay is the only thing that will keep u motivated to have u come back. The hours are ridiculous and the management never truly want to help u wit anything. Music is trash and a constant distraction, while most employees are weird & immature like high school kids. Constant gossip wit low work ethics, not to mention the bad commute to get to work everyday. It may start off normal but u'll get tired of it rather quickly. If u need a quick come up then get on board, it's just not somewhere meant to be long term whether it's your discretion or getting fired for a petty reason. After quitting through a temp agency at a shift I didnt enjoy, I then returned seasonally through the company at a different shift, only to be turned away after a few days because I wasn't fully placed back into the system. It can get you back on your feet financially but it's only a matter of time before you're sick of it."
5,Work Sets You Free.
5,"Yes, Amazon has great benefits, that I can attest to, but Amazon’s culture is to discriminate against older workers. I have friends who work in other FC throughout the US and they attest to my statements. "
5,Amazon was a fun experience fair in the pay for what you worked fast past for a short time and relaxed afterwards good place to work definitely will want to work there again
5,"Good pay, great beinfits, I recommend people to work at Amazon if there use to being on there feet for long hours. You have to be on time and understand thats it's a fast paist job"
5,Liked the work i was doing.
5,The hardest part was working the overnight shift.
5,& The Work Was Easy- & days Went By Fast- Easy Money For Simple Work- I'm Ready TO go back TO work For Them!
5,Amazon is an amazing company to work for if i could go back i would! They treat the employees fairly and the pay is really good. You can advance in the conpany and that was always exciting.
5,"Amazon was a very fast paced enviornment, but also a very fun place to work. Requires alot of problem solve and inter-personal skills. Once you get promoted it involves more leadership skills and the ability to deal with Associate issues of all kind"
5,As for working with others it was the best job I've had outside of the military. However just way to much micro managing around the building. They are by far the best though about recognizing good work and awarding those accordingly
5,Before you get hired you can pick the hours and days you want to work it's a fast-paced job the pay is pretty good and you are pretty much Your Own Boss when you are on the road
5,"Could not stay busy, kids working there operating machines not fully trained to do so using them for reckless behavior while on drugs.  When brought to management took 3 discussions before removal of person. Process assistants believe they can treat employees like they are important and get away with it."
5,"Delivered packages for Christmas season. Was very inconsistent, a real mess to get straight answers. Not a place I would work again. Just all around bad experience."
5,Great place to work at. Fast paced and always learning new things. Perfect job for young people or first time job. Management is alway there and willing to work with you. Very independent job.
5,i love it great job you just have to motivate yourself to stand for 10 hours. the pay is good benefits are good also they also have good shift to choose from.
5,"I wanna come back, I only left because of the pay, but now they pay more and the benefits are better, I forgot to send the computer back (I was moving left it in storage) not eligible for rehire"
5,"I was a picker at the Amazon warehouse located in San Bernardino, CA. It was easy job but to overcrowd that you can barely get threw the aisles without bumping into someone or something."
5,"It all depends on your leader, your line of business and experience level.  In my case all but one of my leaders across 3 organizations were amazing!"
5,Loved Working For Amazon-
5,No benefits the job is pretty physical slot of walking and driving. Other than that the pay is basic and they offer no benefits the managment is OK and the job could be better
5,The insurance was decent and it’s cool that they give you your vacation time so quickly it was just the most boring job I’ve ever had. It wasn’t worth driving all the way there from where I lived at the time.
5,"The pay at Amazon is what got my attention. The starting rate is extremely high in comparison to many jobs in that area. However, you have to be a strong-minded individual to be able to work there for longer than a year or so. The work itself is very stressful due to the kind of contacts you receive and people you interact with."
5,They need to do more conversions. So there are more hired employees than temps. But the overall opportunity was a good one. It was a productive and fun work environment.
5,"Toughest place to succeed. As a leader you really need to exemplify all 14 Amazon Leadership principles to be successful. What I enjoyed most is you own your business, success and failures as an Amazon Leader."
5,"Where I worked at, I worked about 20-30 hours a week. They are improving management and there is advancement if you are interested in doing so. I did not advance because the hours did not caught my attention. Sometimes during the seasons, it is pretty slow for a time, but there are times that each day you come to work, it is busy and there is work to do. Sometimes a little stressful but you don't need to work too hard. The worst thing I would say is poor pallet building, but that is up to the individual to improve that skill. Great benefits, especially if you want to go to school."
5,"Amazon has great many great benefits. And I love what we do. All Inbound and Outbound positions are awesome! The leadership is very professional and friendly. I always have fun, work hard, and make history every single day. My fellow Amazonians are very nice and are always willing to help with anything. Overall, Amazon is a great place to be employed. "
5,Amazon is a fine place to work. I've been a manager with Amazon for some time now and it is a very fast paced environment that breeds learning opportunities.
5,Amazon is a very good company to work.
5,Great atmosphere. Great work environment. Love the management and the people. It was fun everyday that I was there. Management and Human Resources was very nice and listened if we had a problem.
5,"Its a good job to work for. Hours are great , Alot of overtime , Just stay to yourself because there is alot of people who like to talk. Its a happy Place to work for"
5,Really good love the job great people work there enjoy the enjoy the people there I recommend people to work at amazon great benefits great environment
5,They are a great company. We would stretch before each shift wrap everything down handle any products that were damaged and couldn't be shipped scanned the shipment before putting it on the truck used floor pallet jacks to haul stuff around Etc...
5,Work politics is the thing and exist in Amazon work place. always exciting and great experience working. always learn something new and excel from there.
5,Amazon is a fun respectful place to work. I highly recommend them for a place to work. Everyone is nice. Definitely a job worth waking up going too. And the pay is great
5,"Amazon is an easy job for the most part, just a lot of constant walking. I’m leaving soon due to the work environment, I started getting sick every time I went in due to the dust and dirty atmosphere and heat. I wouldn’t  know much about Management since I never had a single conversation with one that they initiated and they are barely able to be found after stand up meetings. I had to find a manager to address an issue only to find a manager to address an issue only to find out I had been doing my job incorrectly for months, no manager approached me about it or even tried to correct the problem. Not to mention you cant even go to the bathroom without stacking up TOT and getting in trouble. The only good part about working at Amazon is the co-workers/people you meet, I’ve definitely made lifelong friends."
5,Amazon was a very high pace job that requires a lot of physical labor in order to meet your numbers and to get customers orders out quickly for same day shipping and next day delivery.
5,At my location which is a sort center we will get in a truck and then split the load down the various lines where we will then load up the appropriate pallets with the boxes. Then at the end of the night we will wrap up those pallets and send them to the trucks for the correct cities that they need to go to.  It is fast paced and usually a fun team to work with
5,Great please to work if you don't mind that feeling of being in High School again.  The social/political side of everything and everyone there is what kills the energy levels while trying to do your job. Constantly distracted by everyone's social problems there.
5,I love working at amazon and fedex there’s no better place! If you ever wanna make good money and meet great people please apply quickly there’s very little room left!
5,I was a seasonal associate. Good job for college kids who don’t have bills to pay or people who don’t mind doing menial tasks. Good pay but very boring. I worked every day except Sunday doing 4 hour shifts which was pretty annoying but at least the shifts didn’t drag on.
5,"I would work here again, if they paid more to compensate for the long drive there. Day health care, Day one benefits, time off, breaks and lunches, competitions"
5,If you are okay with a warehouse setting then this is for you. Amazon is  very fast pace place. If you are unable to keep up they will let you go after while.
5,Productive and fast-paced environment with motivational managers. It required a sense of belonging and a competitive spirit. The staff was always helpful and available.
5,"This company is huge and doesn't know how to communicate! It takes sometimes weeks to get anything done as far as a conversation. If you hurt yourself they , tell you that you have to see workers comp and then push you aside."
5,"Exercise, grab scanner, go to requested location on job board, scan boxes , place boxes on proper pallets. learned more about scanners. the hardest part of job the job pace."
5,Good place to work if you are a hard worker. If you are lazy then this isn't the place. Good benefits. If you are married or in a relationship this may not be the place for you. if youre good at rejecting temptation then it can work you. There is so much temptation out there.  The women walk around wearing yoga pants or really short shorts with tank tops and they are very flirtatious.
5,Great employer who places the Customer Experience (CE) first and foremost.  Career advancement is most definitely available for those employees who put forth the effort and truly want to become part of a winning team.
5,"Great work life balance, room to grow, non stressful, free work out, Fair Leadership, Clean work environment, flexible shifts, at times it can be physically exhausting, important to stay hydrated, this job is like a free gym work out, could use utilize people more for coaching purposes"
5,Honestly working at Amazon yes was tiresome & daunting but I appreciate them so much. I took part in their career choice program while I worked for them & thanks to them they helped paid for some of my school. I will say that I worked at 2 locations. & My first building the overall encouragement & assistance from fellow co-workers was amazing the PA's at that location I felt knew more information than the area managers did which made doing our jobs slightly more difficult in case of problem & they definitely deserve a raise & HR was amazing. The location I transferred too because of proximity to my house was actually a mistake. My colleagues & HR at this location could be very rude but the area managers at this location were absolutely astounding & they made my job as a picker so much better. It's always hit or miss in general but for the most part Amazon really is a step up from most.
5,"I enjoyed my time there, but the commute was too long, especially considering the fact I was working another job. Its stressful to keep a high work rate. They will fire you if your rates are constantly too low for them (which makes it hard to go to the bathroom)."
5,I learned quite a lot of better ways of doing shipping and receiving that proves to be more productive and accurate. 
5,"It was good! Healthy working environment, knowledgeable management, and a great training program that helped me feel prepared to take on the tasks at hand."
5,Long hours not good pay flexibility and also room for career advancement such as education and employment advances within the company and others such as higher education within the company and outside
5,Management enforced team effort on each task I took part in and was very supportive through the entire process
5,Seasonal job that gave me warehouse experience overall not a bad job. Some heavy lifting here and there plus a lot of walking. usually just worked 5 days a week for only 5 hours since it was part time.
5,"The mission that drives this company is amazing, and it really unites everyone to work together as a team to provide the best services we can to the customers. The Leadership Team is completely in touch with the business. This is by far the most employee friendly company that I have worked in. Professional, hard working, top notch employees."
5,"There are 3 breaks throughout the day (two of which are paid), but DO NOT work on an empty stomach."
5,"Very fast pace during peak season, quota's where expected to be exceeded.  Enjoyed the family environment and we all worked together well. Lunch and breaks could've been longer."
5,Good opportunity to learn a skill and move on. At amazon a fair start is essential for your career success. The leadership principles guide the employee`s live stile.
5,"I am driving for Amazon temporarily until I find another position. I am only working four days a week, Friday thru Monday, 12:30 PM to 9:00 PM, but there is usually up to two hours Overtime. That shift doesn't leave much balanced time with family. The managers are great, but there is a huge disconnect with the schedulers in Seattle. Drivers have no input into actual conditions, and problems of our routes. After delivering during the Holiday Season in 2015, I see this a problem that will really make the job difficult and lead to problems."
5,I have been working for Amazon for a year I really on enjoy my job. I have been trained in several departments and learned a lot. If you let them know you want to be trained in a different area they will try there best to ser that you get trained.  I can say the only thing I don't like about my job is the uncomfortable cussing that goes on around me.
5,Its a nice place to work at I loved it nice people I had a good time made some good money the breaks were always on time I really appreciate it and everything
5,Lack of leadership
5,Lack of policy enforce
5,No communication
5,No real people skills
5,No vision
5,Amazon is a decent place to work. It's 50/50 like every other job in las vegas. It works for some people & others it can be too much or not enough. I don't want Amazon to be my career & that's why I am looking for a new job.
5,Great experience for anyone looking for help getting a job.. it's easy to catch on to the job titles and they are very helpful to make sure that you do what's needed
5,Only make you an ambassador & change your color of vest. 
5,the hardest part of the job is doing this particular role for eight hours a day 3x a week and have the week to recover from feet pain and sometimes back and arm pain - would like it if the hours were 4 hours a day and 5-6x a week
5,"Was entry level for 9 months, and after amazon increased its minimum wage to $15/hr, I can safely say that the work/life balance, compensation for work, expectations, and really everything expected of you is incredible. Problems arise the moment you accept more responsibility, however. The 'work like a robot' mentality starts to become overwhelming, and with hardly a pay raise to go with it. It wouldn't be such a glaring issue if those that did start to move up actually made a dollar amount more than entry level that was worth noting."
5,Amazon do have an great work ethic team . Amazon had helped me Grow as an individual. The job is very easy and very challenging but is definitely worth Your time .
5,"Amazon was a great environment for people to work, supervisor helps you a lot with anything that you need. I will recommended this job to any person that is willing to work in a great place."
5,"Great place to start working, especially If you are currently waiting for another position/job opportunity to open up at another company. Most of all the employees are super cool/helpful. Fun place to work, time goes by fast. So far no complaints, other than the fact that the base pay is 15/hour. Working in Central Valley versus East Bay, you will definitely be taking a pay cut, but that's expected. But the best thing about being employed with Amazon is that I'm stress free. "
5,I love working at Amazon it was a great experience it took me a lot.. around October Baby Daddy season so it gets very busy but it's great they celebrate the holidays they make sure you okay at all times they just great
5,If not for these issues stated above I believe Amazon could be a GREAT place to work.  The benefits are very good.  You get healthcare and 401k the day you start.  The pay is $15/hr to start which for the amount of money Amazon makes and the stressful atmosphere we endure the pay should be higher.   My coworkers are nice and I enjoy the comrodery and the management team seems to care. The problem is there are those quotas that HQ puts in place and everyone is expected to meet.
5,"Move one box at a time, And remember SAFETY meaning (YOU) come FIRST. No package is worth your safety."
5,"Was there for 3 years and tried to advance my career and was shot down all the time. They find small reasons to let you go, there is little to no heating/air conditioning, management is beyond terrible, if you are good at your job you are punished, they took away our stock bonuses, you couldn't even use the bathroom in fear of losing your job."
5,"A bizarre place to work.  Everyone is obsessed with and judged by being a certain ‘level’.  It’s not good enough to just do your job, you need to create something that makes the Amazon machine more efficient.  Then you rotate to a new job, and customers and co-workers are just left in the dust.  And then getting promoted is super political.  And your bosses my be practically children.  Everything is arbitrary, etc"
5,A block will be provided along with a planned route.
5,Amazon is fact paced. I like the fast paced work environment and the fact that I know what I am going to be doing everyday. The manangement is alright but that’s something I can deal with. Love working with people that believe in teamwork.
5,As long as you apply and get a date set and  passed the drug test and background check your hired so i highly suggest it to anyone who wants to work there and the pay is good
5,Did not enjoy working for Amazon. felt like a high school/Prison atmosphere. They do not care about their employees. i would not recommend them to anyone to work there
5,"Fast pace, fun, and friendly co-workers. Overtime I've built long lasting friendships with the Amazonians. There's always something new to learn and take with you."
5,"High energy and cheerful person, then this may be for you. No room for messing around! The pay is good but very little room for advancement. Fast Pace!"
5,I come in from 6pm to 6am. Make sure i wear comfortable clothes and tennis shoes. We do out stretches to make sure we stay fit and our bodies want lock up on us. I've learned how to maneuver my way around the job. The hardest place of the job is when you first start working and you have to climb 3 floors of stairs
5,I loved the job! When I made it and was being converted to beinga full time employ I was let go because I got my G.E.D online. Overall it's a great place to work the people are friendly and there's never really a dull moment.
5,"I totally enjoyed working for this company. Great experience , I actually wouldn’t mind going back. I just hated the mandatory overtime around the holidays"
5,I worked with Amazon for almost 2 years for the most part I enjoyed my job they trained me to drive a standup forklift a center rider an standby clamp  most of the management are to busy to help but there was some good ones to the hr team sucks though I am a single father an when I need resources an help to keep my job they seemed not to care so I ended up losing my job do to babysitting issues
5,"ICQA is the worst to work over night because it's boring and you cant even have conversation without people looking over your shoulder. also you have to walk a mile to get to the cafeteria or outside, so you had shorter breaks."
5,Opportunity to be moved around in functions which translated to gaining new experience in different areas of the warehouse. The way they train new operators on equipment is great for anyone unfamiliar with them.
5,"The benefits they offer are okay. As a part-timer, you don't qualify for medical insurance unless you work 30+ hours a week. With vision, you have to go to the participating doctor's office and state you work for Amazon and get a discount. How much depends on the doctor and the glasses/contacts"
5,The overall job experience was great it’s just really boring there was no action and it was hard to get schedule in cause they had so many workers I was looking for full time all they could offer was part time management sucked they didn’t know how to do there job
5,"Typically, I would log on in the morning and work until the work ran out. Eventually they would add more work and I would continue working. In between these times, I was able to play with my child, cook or eat, and do household work. It is a great way to earn a little bit of money while staying home."
5,"Unlike other FCs, this place is stingy when it comes to giving Amazon gift cards to its employees. If you work the nightshift chances are you'll never be offered a gift card. When they do it's only for the highest picker or stower. Management hoards those gift cards."
5,"Working for AmazonFresh is just okay. I was full-time for awhile until schedule changes made me change to part-time. If you are looking to make a few bucks a week then working part-time is a good option. As a part-time employee I am paid weekly, unlike my full-time counterparts who get paid biweekly. Part-timers don't get raises, so you will only get the standard $15/hour. The job isn't too stressful but working the fridge or the freezer section for long periods of time can be taxing if you're not use to it. Moving up here is almost impossible. There aren't many higher positions available and when there is the pay is only a dollar more than your current pay. And those positions are only meant for full-time employees. "
5,A typical day at work was going in having our group meetings with the team lead/ supervisor to amp us up to get ready for work. Plus our lunches were always nice to have so many people there to communicate with.
5,"A typical day at work was not complicated at all, but fun and competitive as you would always want to get your workload done before the day was over. You learn how to be efficient in prioritization and taking responsibility to solve issues on your own without supervision."
5,A very easy going job with day to day routes. One can decide its own hours and work when ever one wants. The staff is very helpful and the online support is always there to help you once on a route.
5,Amazon customer service has a great work environment with amazing people & opportunities. It is very easy to move up in the company once you’ve found what role you would like to take on.
5,"Amazon is a great company to work for, the environment is good an outstanding vibes such as the employees and manger that work there. It's a fast paced job."
5,"Can be a difficult job to have with the pace, quality of work and how much micromanagement there is to make sure goals and quality are accomplished.  On the positive side the checks are helpful and benefits are great."
5,drive all day on delivery packages really fun. Everyone was nice and polite.I would go back nice pay nice medical. hard part about this job is trucks are really bad on the snow.
5,Fast past every day learned I could work in warehouse at fast pace management friendly everybody is a team for the most part the hardest part of the job nothing all.
5,"Get this Amazon hires me, I do the training and all that then they have no schedule for me. This goes on for 3 weeks. Then they fire me for not working."
5,It's a cool place to work and it's very nice associatesthere is no human resources in the building but managers can help you out with anything you need
5,"Its good pay, but hard on your body in the fulfillment locations.   The fulfillment centers are enormous and you will be constantly walking,lifting, bending etc. The sorting centers are a bit easier.  If you are hired on as a regular worker not a temp. They give you benefits from day 1, paid time off, vacation,  and other discounts."
5,Lots to learn.
5,"much  favoritism, poor communication.."
5,Productive work place. Very challenging. Excellent atmosphere. Great place to get exercise activities in. Very diverse place to work. No one judges one another
5,The best relaxed yet fast paste jobs you will ever have. The consideration of warehouse employees throughout and before and ending of shifts there are work outs and stretch exercise that have you ready for the next segment of your shift. Great place to work. Time really flies.
5,the work environment can be messy at times but the people tend to be nice. the pay is decent and the benefits make the job worth working at least for the time being.
5,"This company is a very good company to work for. Management was very easy to talk to about anything.I was a good packer, I worked 10 hours a day from Sunday thru Wednesday."
5,we had to walk in swipe our id cards to get in than walk throught the gate. there was a section for our coats then we got patted down and we went straight to work after whatever your job was
5,"Working in the amazon warehouse was very fast paced and required a lot of physical work. Overall the job was easy and very to the point, I knew of my job everyday and we all had to work together as a team to meet the quota for the day.  The hardest part of the job is just getting use to lifting the heavy packages and standing on your feet for 8 hours, after that it's smooth sailing."
5,"A typical day at Amazon is every day. Clock in, attend stand up and get to work. As routine as it sounds is as routine as it is. I learned a great deal at Amazon, I learned: to set and accomplish goals, how to focus on the task in front of me regardless of the noise or bodies around me and last, but not least i learned it all. Jumping to new departments every chance I got helped me to understand the complete order of operations. There is a high turn over rate for management there at that facility, I'm sure there is just reason, maybe just above my pay grade. The workplace culture was a life all itself. Some weeks i spent more time with those people then i did with any of the people in my own house. The hardest part of the job was... well... I guess staying on top of you flex bucket and the best part of the job was the different schedule options."
5,always providing exceptional customer service to public when necessary
5,Amazon is a fun place to work because every day is an adventure. The management team is the coolest people around who allow you to be yourself and keep an open mind.
5,"Amazon is an amazing place to work. Working in the warehouse is fast paced but very easy. The co-workers are very friendly. Management is great as well. Everyone helps everyone. Very diverse. It’s a fun place to work overall. You won’t regret it. The hardest part of the job would have to be lifting heavy packages. You don’t get a lot but when you do they can be heavy. But, you can always count on someone to help you lift. A typical day at work is clock in, check the board for where you will be working, have a shift meeting, we always do joke of the day or fun fact, do our stretches and get started. Amazon offers free drinks during your shift (water or Gatorade). After everything is done, if there is time left in your shift you get the option to go home without it counting against you."
5,"Amazon was a great experience for me. They gave good benefits and paid their workers well, the interview process is like no other. The only thing thats tough was walking and standing for 12 hours but you'll get used to it after 2 weeks tops."
5,Depending on which department you work at expect to be on your feet till the end of your shift. You are always going to be busy. Based on work prefornce you can win cool thing such as a TV.
5,"Good hours to work, work is made fun, we had a lot of free food on our breaks.  It was difficult at times to be able to speak to management.  You knew what to expect, there was routine which made the work easy."
5,"Great work atmosphere. Beautiful campus with restaurant-like cafeteria, gym, dry clearner, clinic, bank, walking paths, security. Flexible hours. Frequent opportunities for community involvement and onsite learning. Everyone is very friendly and welcoming."
5,Guaranteed workout
5,"Health, dental, vision benefits are good from day one. Very High levels of physical labor and 10 hour shifts at the Fulfillment Center was a new experience for me."
5,"I got fired for something  I didn't  do and than they didn't  even show me the cameras  where they said I did this such thing, than told me I eligible  for rehire a year later than I went for it and than said  I wasn't eligible to work there AT ALL ANYMORE!!!!! Thier  racist  , always choosing their  picks. And this is for CAE3"
5,I liked working with amazon and more when you need a part time job or flexible job. Amazon is great for that. I really recommend it to anyone looking for a job that will work around your schedule
5,"I was able to get this job after having my first child. Amazon had flexible scheduling, & great helpful people as Managers. It was great working from home!!!"
5,"My work depends on my rates, a rate above 100% is acceptable. Below that you can get terminated. Diversity of culture is a huge hit for this company, the only problem is that no one takes the time to explain the different culrures costums."
5,The most stressful sales associate job i’ve ever had. Management had little care for decent scheduling. Expect extreme burnout and an ever worse culture expecting you to be a workaholics.
5,"There were a lot of lessons that I learned at Amazon, such as working with people from different backgrounds and cultures. I also enjoyed the work energy there."
5,This is the funnest job. i have ever had. Its relaxed and you can dress casual and confortable  You get the option to work whatever tine you want. I love it
5,"Well I was there I had lots of fun,sometimes the company would buy us gifts and,,, I think Amazon should have there own gym its a very big company.it was great well it last, I most say I had a great time wild I was there."
5,During the job some days would be worse than other however working as a team made us get the job done and that was the biggest accomplishments that we did when I work there and that was working as a team.
5,Easy warehouse job. If you do not mind the work then this is the job that you need to look at. The pay is great the work itself is easy and they are very accommodating.
5,First week is great.
5,"Good experience while working there. They were new to South Florida and the warehouse was very unorganized and everyday was a new rule, routine etc. The management is helpful but, lack skills. I never ran into any issues."
5,I enjoyed my time at Amazon it was a good work area the managers there are very understanding and try they hardest to work with every one to become successful
5,"It all depends on what your job is and where you work. They have pretty loose standards for lower end jobs. As long as you aren't high or drunk, you can get a job and keep it."
5,It was tough learning everything fresh if you have no idea what all of their abbreviations mean. Management tries to be hands on and the typical work day varies on what you do withing the company. If you only have to make a living then Amazon is perfect for you. But it's not a great fit if your in school.
5,Organize stocks and maintain inventory.
5,Organize warehouse space
5,The only issue I had with working from home with Amazon is adjusting to their time zone. They have a excellent benefits package and the job culture is awesome! I loved it but unfortunately I had find another job in my time zone so my life would flow smoothly. Once my kids are older and don't need so much of my attention I definitely plan to reapply!
5,This is a great job to earn extra money and exercise without even noticing it. 
5,"This was, hands down, the BEST job I ever had!!! The people were fantastic, the job was super easy, and of course the money was great!!! The only reason I'm not still there is that my numbers weren't good enough for them to keep me."
5,You work 10 hour days. 4 on 3 off.
5,Amazon was a great place to work! The pay was pretty low; however the benefits were great and I enjoyed my coworkers.I was exposed more to the shipping and receiving position of the job which kept me working hard and paying attention to learn more. The hours were very flexible so I didn't feel as if my time was consumed so much since I chose my work hours and days. The culture was great. I formed great friendships with the employees as well as the managers.
5,easy going and straight forward management style
5,hours too a little while to get used to 
5,In my time there most of management had no knowledge of how to run a department and relied on their PA's and in turn they relied on working the associates into the ground. Always made a fuss about making rate and how you should improve(they didn't pay more for higher packing/picking rates)
5,"It's been pretty good experience. The work culture challenges enough to build new skills, be on toes always, and grow as a professional. It helps you to develop professionally."
5,Mandatory overtime is very unreasonable. You have little time to take off. Can get fired for the pettiest reasons. No one truly cares about you as an associate.
5," out of college.  So, she never had to actually do the work that she critiques people on.  She doesn't know what it is like and how difficult it is.  I would have more respect for someone who had experience in the trenches."
5,Competition is intense.
5,"For warehouse work, they will hire anyone who passes a drug test.  They do not even ask for work history.  So, the majority of people hired are people who don't really care.  They also hire in bulk...meaning they hire a group of people and hope that some stay employed.  Example...there were 17 in my group.  One got up and left during the first day of training, three didn't return the next day, and after about a month and a half, it was just me and one other person left."
5,"Good environment & I like my job.  The pay is fair although not across the board.  I train new employees but get paid the same.  I did, however receive a $25 gift card for my efforts.   I love the flexibility.  I'm able to cancel a shift anytime as long as it is outside of a 24 hour window.  If I cancel within 24 hours of my shift, it will be a 'incident'.  It's hard to get fired from Amazon.  Have GREAT work ethics and you'll most likely enjoy your job like I do.  I've been here almost a year and plan to go nowhere."
5,The manager that I had...she was hired directly
5,"They have unrealistic productivity expectations.  At the time I worked there, they wanted people to stow 210 packages per hour.  They said it works out to scanning 4 items a minute.  Sounds easy. That is ONLY if you worked non-stop.  They do not factor in a bathroom break, refueling your forklift, waiting in line for a new batch of items to stow.  "
5,Very competitive work force.
5,"Working at Amazon, the other employees and managers were very friendly. Teamwork was key in being efficient at completing tasks. I worked outside pushing carts containing packages and directing traffic of vehicles.   A lot of physical labor because carts are heavy and the sun giving me a tan but they provide water and sunscreen stations. But for how much an hour I got paid, it was all worth it. My time there was cut short due to school because you are given a set schedule. They offer schedule changes but they can't modify it."
5,"Be prepared to work hard. The group of people I work with are great! If you need help all you have to do is ask. I just feel it’s a great job, I’m lucky to have awesome management and other employees that are higher up, or have more insight and experience than I do, but the key is asking."
5,I was just a software engineering intern but it was a great place to be. The people I worked with were great and very helpful. Most people really wanted to help me improve and learn more about software.
5,"I was treated very well. Managers were friendly. Very positive atmosphere. We exercised as a group before we began each shift. Each day you were trained to work different positions of the warehouse. Inbound, Outbound, Scanners, Pallet Wrappers, Pallet Movers, Big and Oversize Orders, Problem Solve, Gaylord. This helped you to learn the full production of the warehouse. I enjoyed working as a Pallet Wrapper, Pallet Mover and Problem Solve."
5,I work there currently and to be honest you'd expect better from one of the biggest companies in the world. They expect you to hit high numbers but they are not willing to pay high numbers I would stay there but to be honest I can't make a living of of that pay.
5,It was hard work but good pay great incentives and benefits. Holidays they show how much the appreciate you with catered meals and gift card incentives. It's a really fun place to work.
5,Mostly organized... Team environment. Warehouses automated. Most co-workers cool. Respectable salary. Great Benefits. Upper & mid-level management cool. Team Leads... Not so much.
5,Never a dull day. Always something to do. Continuous learning and advancement training. Problem solving skills are always put to the test. Such a big company has wonderful culture.
5,not much too say other then delivering 200 packages a day and stopping a 130+ times/ one of the worst jobs ive ever worked. horrible work conditions...
5,The correct information regarding Amazon's health benefits should be disseminated because the media has it that part-time staff gets health benefits but after speaking with the HR team it was confirmed that one must be full-time to enjoy such benefits.
5,"The management team has a lot to do so they hard to find and talk to, everyone is nice unless you make a mistake, they run a tight ship but if you can hold on it's worth it"
5,"The position was a learning moment and I appreciate everything that I have learned and I am able to use the skills I have learned, Amazon was great and would good back if need be."
5,"When you first come in you're hired with a lot of people. The object of this is to see if you really want to work and if you want that job then you have to put in what this company needs from you to work. You're going to be willing to be open to change. That's the key thing other than being able to get along with your other team members. There is going to be times when your other members are going to need you. This is where the team player comes in to help with your order. You see, it's the willingness that helps drive a great company to work for. And believe this, the companies management does recognize y'all first hand! "
5,"*If you have sick time and your going to be late especially while looking for a park, use your sick minutes/hours to cover that time."
5,"Environment: Very diverse which is great but on the other hand They hire ANYONE, they need to find another way to hire associates because half of the people make you scratch your head as to how they even got there. "
5,"Flex driver. Its pretty good, i can't complain. You select the blocks that you want to work, go to the flex site and pick up the packages and deliver them. Its simple and it pays well. I would recommend."
5,"Overall, it's a cool place to work, location is great, paid every Friday, the a-to-z hub app is really great and convenient , they provide water and Popsicles sometimes, the break room is very cool(they have games/ TV "
5,The Job Was Great I Just Need To Relocate. It Was A Nice Paced Job. The Managers & Workers We're Nice. I Always Was Ready To Come To Work When I Worked At The Amazon Warehouse.
5,"This was by far such a disappointing job.I knew it would be hard work,but what is expected and what is possible are totally almost unattainable.Expect to be criticized for everything you do and worked like a dog."
5,VTO/VET: They will VTO your shift and then have nobody there to cover the amount of work that has to get done so everyone ends up struggling. Or they will offer VET for your shift and then still have people not helping.
5,you learn everything from packaging to picking to stowing 
5,"- No set schedule. You sign up for shifts via their web app, and if you can't sign up right away you'll probably be S.O.L "
5,Amazon company is way to huge to not pay their employees enough. They want us to do hard labor and manage our personal lives but dont pay us enough to even manage our lives. They are favoritism in amazon and I think everyone should be treated equally. They have us like we in the army in this place. Everything is time time time. We get write ups for just time. Not a place for me.
5,Fast paste at work move fast stay busy and no one messes with you hgggghhhfgudidididididididisidididieisidusidididididjdififofkfofifofidididididididididiv
5,go in and get your scanner listen to PA tell you what to do and not to do so you don't get injured next log in to scanner and get ready to go pick items out of bin for customer orders
5,"Hours are only available during holiday season, as soon as that is done hours disapear and jobs are cut.  If work load is ligh for the day employees are sent home."
5,"I really enjoyed working for amazon, it is a great company. Easy face paced job, pay is decent. I would recommend a family member. Just the Managers get changed a lot."
5,"I worked from home. Long hours work on Thanksgiving and had to try and transfer people to different departments that were not clearly outlined in training. Training was long and poor. Also, mostly answered calls about returns and customers were very disappointed with the company. Upper management was unhelpful did not communicate at all."
5,Managers has no complete knowledge of what will happen to their crew
5,Top notch customer focus but relentless pursuit of innovation and drive for improvement. Challenging work environment.Large and complex organization with a very unique culture.
5,Always pros and cons to every job.
5,Can be challenging some days but can also be very fun.
5,For me Amazon is where anyone who expect be successful will want to work. The company roles and regulations really care about workers career and their future.
5,"great place to work; provides variation in work, options, opportunity; allows for school demands, certification opportunity outside and within the organization."
5,Great work environment fast pace to work enjoy it alot want to get things I didn’t know they had found out a lot of things that I didn’t know what amazon had o offer
