Id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,satisfaction
42103,Female,Loyal Customer,28,Business travel,Business,1910,satisfied
27932,Male,Loyal Customer,30,Business travel,Business,1770,satisfied
121476,Male,Loyal Customer,48,Personal Travel,Eco,331,neutral or dissatisfied
31565,Male,disloyal Customer,20,Business travel,Eco,853,neutral or dissatisfied
42112,Female,Loyal Customer,26,Business travel,Business,2255,neutral or dissatisfied
98323,Female,Loyal Customer,57,Personal Travel,Eco Plus,1547,neutral or dissatisfied
14121,Female,Loyal Customer,70,Personal Travel,Business,654,neutral or dissatisfied
68992,Male,Loyal Customer,47,Business travel,Business,2422,neutral or dissatisfied
37906,Male,disloyal Customer,21,Business travel,Business,1065,neutral or dissatisfied
35663,Female,Loyal Customer,44,Business travel,Eco,2475,neutral or dissatisfied
92886,Female,disloyal Customer,43,Business travel,Eco,134,neutral or dissatisfied
18047,Female,Loyal Customer,39,Business travel,Business,3361,satisfied
98720,Male,Loyal Customer,66,Personal Travel,Eco Plus,951,neutral or dissatisfied
18926,Female,Loyal Customer,64,Personal Travel,Eco,448,neutral or dissatisfied
108473,Female,Loyal Customer,44,Personal Travel,Eco,1444,neutral or dissatisfied
121236,Female,disloyal Customer,34,Business travel,Business,2075,neutral or dissatisfied
83699,Male,Loyal Customer,59,Personal Travel,Eco,577,neutral or dissatisfied
63656,Female,Loyal Customer,58,Business travel,Business,2846,satisfied
103391,Male,Loyal Customer,40,Business travel,Business,3106,satisfied
70734,Female,Loyal Customer,7,Personal Travel,Eco,675,neutral or dissatisfied
38540,Male,disloyal Customer,40,Business travel,Eco,2586,neutral or dissatisfied
54563,Female,disloyal Customer,31,Business travel,Eco Plus,925,neutral or dissatisfied
81226,Female,Loyal Customer,32,Business travel,Eco Plus,1426,satisfied
53345,Female,Loyal Customer,24,Business travel,Business,1452,satisfied
126615,Female,Loyal Customer,51,Personal Travel,Eco,1337,neutral or dissatisfied
59470,Female,Loyal Customer,45,Business travel,Business,758,satisfied
6520,Female,Loyal Customer,37,Business travel,Business,199,neutral or dissatisfied
123075,Male,disloyal Customer,15,Business travel,Eco,631,neutral or dissatisfied
128336,Male,Loyal Customer,40,Business travel,Business,3275,satisfied
122302,Female,Loyal Customer,27,Personal Travel,Eco,603,neutral or dissatisfied
48930,Female,Loyal Customer,38,Business travel,Business,3357,satisfied
83773,Female,Loyal Customer,68,Personal Travel,Eco,926,neutral or dissatisfied
81495,Male,Loyal Customer,53,Personal Travel,Eco,528,neutral or dissatisfied
48428,Male,Loyal Customer,44,Business travel,Eco,833,satisfied
128889,Female,Loyal Customer,40,Business travel,Business,2454,satisfied
45256,Male,Loyal Customer,50,Business travel,Business,584,neutral or dissatisfied
104221,Male,disloyal Customer,37,Business travel,Eco,680,neutral or dissatisfied
116154,Male,Loyal Customer,64,Personal Travel,Eco,446,neutral or dissatisfied
38553,Male,Loyal Customer,57,Personal Travel,Eco,2475,neutral or dissatisfied
9314,Male,Loyal Customer,16,Business travel,Business,419,satisfied
63308,Male,Loyal Customer,52,Business travel,Business,2657,satisfied
87105,Male,Loyal Customer,59,Personal Travel,Eco,645,neutral or dissatisfied
58914,Female,Loyal Customer,51,Personal Travel,Eco,888,neutral or dissatisfied
13302,Female,Loyal Customer,49,Personal Travel,Eco Plus,657,neutral or dissatisfied
117105,Female,disloyal Customer,39,Business travel,Eco,251,neutral or dissatisfied
81202,Female,Loyal Customer,51,Business travel,Business,1426,satisfied
77331,Female,disloyal Customer,30,Business travel,Business,590,neutral or dissatisfied
70318,Male,Loyal Customer,63,Business travel,Eco,1501,neutral or dissatisfied
25593,Female,Loyal Customer,9,Personal Travel,Eco,696,neutral or dissatisfied
73131,Female,Loyal Customer,51,Business travel,Business,1068,satisfied
11609,Male,Loyal Customer,57,Personal Travel,Eco,657,neutral or dissatisfied
14924,Male,Loyal Customer,43,Business travel,Eco Plus,296,satisfied
28233,Male,Loyal Customer,26,Business travel,Business,1009,neutral or dissatisfied
126134,Male,Loyal Customer,36,Business travel,Business,3981,satisfied
101124,Female,Loyal Customer,41,Business travel,Business,1069,satisfied
75860,Female,Loyal Customer,62,Personal Travel,Eco,1440,neutral or dissatisfied
128986,Male,disloyal Customer,8,Personal Travel,Eco,236,neutral or dissatisfied
91322,Female,Loyal Customer,16,Business travel,Eco Plus,515,neutral or dissatisfied
73768,Male,Loyal Customer,59,Personal Travel,Eco,192,satisfied
5254,Male,Loyal Customer,39,Business travel,Business,2513,satisfied
39524,Male,Loyal Customer,53,Personal Travel,Eco,852,neutral or dissatisfied
1981,Male,Loyal Customer,51,Personal Travel,Eco,383,neutral or dissatisfied
12907,Female,Loyal Customer,30,Business travel,Business,2045,satisfied
17233,Male,Loyal Customer,43,Business travel,Eco,1092,neutral or dissatisfied
53036,Male,Loyal Customer,55,Business travel,Business,1190,neutral or dissatisfied
46742,Female,Loyal Customer,47,Personal Travel,Eco,73,neutral or dissatisfied
66367,Male,Loyal Customer,41,Personal Travel,Eco,986,neutral or dissatisfied
12022,Female,Loyal Customer,55,Business travel,Eco,376,neutral or dissatisfied
13543,Female,Loyal Customer,41,Business travel,Business,1993,neutral or dissatisfied
115153,Female,Loyal Customer,49,Business travel,Business,3507,satisfied
101265,Female,Loyal Customer,40,Business travel,Business,3918,neutral or dissatisfied
20045,Female,disloyal Customer,22,Business travel,Eco,738,neutral or dissatisfied
118118,Male,Loyal Customer,65,Personal Travel,Eco,1300,neutral or dissatisfied
91989,Female,Loyal Customer,36,Business travel,Business,236,satisfied
71465,Female,Loyal Customer,36,Personal Travel,Eco,867,neutral or dissatisfied
6893,Female,Loyal Customer,41,Business travel,Business,1999,satisfied
2513,Male,Loyal Customer,58,Business travel,Business,2073,satisfied
75374,Female,Loyal Customer,59,Personal Travel,Business,2218,neutral or dissatisfied
42056,Male,Loyal Customer,28,Personal Travel,Eco,241,neutral or dissatisfied
8524,Male,Loyal Customer,65,Personal Travel,Eco,862,neutral or dissatisfied
91052,Female,Loyal Customer,64,Personal Travel,Eco,515,neutral or dissatisfied
127890,Male,Loyal Customer,60,Business travel,Business,1671,satisfied
32436,Male,disloyal Customer,40,Business travel,Eco,101,neutral or dissatisfied
82089,Female,Loyal Customer,66,Business travel,Eco,1276,neutral or dissatisfied
63130,Female,Loyal Customer,47,Business travel,Business,2994,neutral or dissatisfied
109311,Female,disloyal Customer,24,Business travel,Eco,1072,neutral or dissatisfied
21165,Male,disloyal Customer,57,Business travel,Business,192,satisfied
77033,Male,Loyal Customer,9,Personal Travel,Eco,422,neutral or dissatisfied
73882,Female,Loyal Customer,35,Business travel,Business,2342,satisfied
20785,Male,Loyal Customer,49,Business travel,Business,534,satisfied
121981,Male,Loyal Customer,38,Business travel,Business,130,satisfied
34530,Female,Loyal Customer,40,Business travel,Eco,636,satisfied
99185,Male,Loyal Customer,12,Personal Travel,Eco,351,neutral or dissatisfied
115826,Male,disloyal Customer,22,Business travel,Eco,417,neutral or dissatisfied
12582,Male,Loyal Customer,60,Business travel,Business,1723,satisfied
117071,Female,disloyal Customer,26,Business travel,Eco,451,neutral or dissatisfied
30628,Female,disloyal Customer,38,Business travel,Eco,533,satisfied
86258,Female,Loyal Customer,35,Personal Travel,Eco,356,neutral or dissatisfied
63438,Female,Loyal Customer,51,Personal Travel,Eco,337,neutral or dissatisfied
32524,Female,Loyal Customer,31,Business travel,Business,3428,satisfied
28612,Male,Loyal Customer,38,Business travel,Business,2409,satisfied
40232,Male,disloyal Customer,39,Business travel,Eco,387,neutral or dissatisfied
62385,Female,Loyal Customer,59,Business travel,Business,2704,neutral or dissatisfied
91714,Male,Loyal Customer,49,Business travel,Business,590,satisfied
3339,Female,Loyal Customer,49,Business travel,Business,3844,satisfied
50102,Female,Loyal Customer,50,Business travel,Business,3397,neutral or dissatisfied
44442,Male,Loyal Customer,43,Business travel,Eco,420,satisfied
43812,Male,Loyal Customer,41,Business travel,Business,114,satisfied
122684,Male,Loyal Customer,53,Business travel,Business,3057,satisfied
14898,Female,disloyal Customer,38,Business travel,Eco,240,neutral or dissatisfied
97845,Male,Loyal Customer,43,Personal Travel,Eco,395,neutral or dissatisfied
95473,Female,Loyal Customer,72,Business travel,Eco Plus,319,neutral or dissatisfied
125698,Male,Loyal Customer,29,Personal Travel,Eco,814,neutral or dissatisfied
104878,Female,Loyal Customer,70,Personal Travel,Eco,327,neutral or dissatisfied
92447,Male,Loyal Customer,41,Business travel,Eco,1892,neutral or dissatisfied
41600,Female,Loyal Customer,41,Personal Travel,Eco,1504,neutral or dissatisfied
30216,Female,Loyal Customer,43,Personal Travel,Eco Plus,261,neutral or dissatisfied
89543,Female,Loyal Customer,25,Business travel,Business,2073,satisfied
58985,Male,Loyal Customer,17,Business travel,Business,1723,satisfied
67123,Male,Loyal Customer,52,Business travel,Business,3176,satisfied
46127,Female,Loyal Customer,45,Business travel,Business,604,satisfied
106336,Male,disloyal Customer,22,Business travel,Business,825,satisfied
116344,Male,Loyal Customer,64,Personal Travel,Eco,358,neutral or dissatisfied
119208,Male,Loyal Customer,59,Business travel,Business,290,satisfied
117098,Male,Loyal Customer,38,Business travel,Eco,251,satisfied
77802,Female,Loyal Customer,18,Personal Travel,Eco,689,neutral or dissatisfied
48995,Male,Loyal Customer,68,Business travel,Eco,156,satisfied
38155,Male,Loyal Customer,59,Personal Travel,Eco,1211,neutral or dissatisfied
14477,Female,Loyal Customer,59,Business travel,Business,541,satisfied
112494,Female,Loyal Customer,53,Personal Travel,Eco,957,neutral or dissatisfied
61924,Female,Loyal Customer,50,Personal Travel,Eco,550,neutral or dissatisfied
59879,Male,Loyal Customer,52,Business travel,Business,1985,satisfied
20839,Female,Loyal Customer,27,Business travel,Business,1938,satisfied
96160,Female,Loyal Customer,32,Business travel,Business,3147,satisfied
92101,Male,Loyal Customer,50,Business travel,Eco,1132,neutral or dissatisfied
38627,Female,Loyal Customer,30,Business travel,Business,2611,satisfied
126608,Male,Loyal Customer,49,Personal Travel,Eco,1337,satisfied
93740,Female,disloyal Customer,21,Business travel,Eco,368,neutral or dissatisfied
84846,Female,Loyal Customer,39,Business travel,Eco,516,neutral or dissatisfied
79971,Female,Loyal Customer,63,Business travel,Eco,696,neutral or dissatisfied
45981,Male,disloyal Customer,34,Business travel,Eco,483,neutral or dissatisfied
70353,Female,disloyal Customer,36,Business travel,Eco Plus,986,neutral or dissatisfied
14671,Male,Loyal Customer,55,Business travel,Business,3584,neutral or dissatisfied
92358,Male,disloyal Customer,30,Business travel,Business,1096,satisfied
77314,Female,Loyal Customer,22,Business travel,Business,2880,satisfied
94049,Male,Loyal Customer,46,Business travel,Business,1766,satisfied
38144,Female,Loyal Customer,61,Personal Travel,Eco,1249,neutral or dissatisfied
52035,Female,disloyal Customer,27,Business travel,Eco Plus,328,satisfied
97476,Male,disloyal Customer,24,Business travel,Eco,756,satisfied
73356,Male,Loyal Customer,31,Business travel,Business,3025,satisfied
75911,Male,Loyal Customer,15,Personal Travel,Eco,597,neutral or dissatisfied
85317,Male,Loyal Customer,19,Personal Travel,Eco,731,neutral or dissatisfied
103140,Female,Loyal Customer,56,Personal Travel,Eco Plus,546,neutral or dissatisfied
93955,Female,Loyal Customer,51,Business travel,Business,2404,satisfied
100509,Male,disloyal Customer,34,Business travel,Eco,580,neutral or dissatisfied
20142,Male,Loyal Customer,51,Business travel,Business,2478,satisfied
15546,Female,disloyal Customer,23,Business travel,Business,296,satisfied
27180,Male,Loyal Customer,13,Personal Travel,Eco,2640,neutral or dissatisfied
14824,Male,Loyal Customer,50,Personal Travel,Business,314,neutral or dissatisfied
61295,Female,Loyal Customer,48,Personal Travel,Eco,967,neutral or dissatisfied
28491,Female,disloyal Customer,9,Business travel,Eco,1050,neutral or dissatisfied
22006,Female,Loyal Customer,70,Personal Travel,Eco,503,neutral or dissatisfied
54516,Female,disloyal Customer,56,Business travel,Eco,525,neutral or dissatisfied
94974,Male,Loyal Customer,38,Business travel,Business,1624,neutral or dissatisfied
35146,Female,Loyal Customer,40,Business travel,Eco,828,satisfied
70228,Female,Loyal Customer,66,Personal Travel,Eco,1068,neutral or dissatisfied
48209,Female,Loyal Customer,56,Business travel,Eco,236,neutral or dissatisfied
23150,Female,Loyal Customer,48,Business travel,Eco,223,satisfied
103944,Male,Loyal Customer,32,Business travel,Business,770,neutral or dissatisfied
117033,Female,disloyal Customer,21,Business travel,Business,651,neutral or dissatisfied
59660,Male,Loyal Customer,8,Personal Travel,Eco,861,neutral or dissatisfied
84532,Female,Loyal Customer,21,Business travel,Business,2486,satisfied
95315,Male,Loyal Customer,29,Personal Travel,Eco,341,satisfied
89145,Male,disloyal Customer,20,Business travel,Eco,639,neutral or dissatisfied
73498,Male,Loyal Customer,39,Business travel,Business,3661,satisfied
112993,Female,Loyal Customer,48,Business travel,Business,1797,satisfied
49913,Female,disloyal Customer,57,Business travel,Eco,262,neutral or dissatisfied
115219,Female,Loyal Customer,54,Business travel,Business,325,satisfied
32849,Male,Loyal Customer,59,Personal Travel,Eco,216,neutral or dissatisfied
2361,Male,Loyal Customer,29,Business travel,Business,3916,satisfied
116694,Female,disloyal Customer,37,Business travel,Business,446,neutral or dissatisfied
14312,Male,Loyal Customer,59,Business travel,Eco,429,neutral or dissatisfied
80935,Male,Loyal Customer,22,Personal Travel,Eco,341,neutral or dissatisfied
72751,Male,Loyal Customer,47,Business travel,Business,1850,satisfied
101084,Male,Loyal Customer,56,Personal Travel,Business,795,neutral or dissatisfied
55879,Male,disloyal Customer,29,Business travel,Business,733,satisfied
31582,Male,disloyal Customer,23,Business travel,Eco,602,neutral or dissatisfied
101069,Male,Loyal Customer,49,Business travel,Business,1908,satisfied
5439,Female,Loyal Customer,43,Business travel,Business,265,satisfied
92943,Female,Loyal Customer,10,Personal Travel,Eco,134,neutral or dissatisfied
107504,Male,Loyal Customer,58,Personal Travel,Eco,711,neutral or dissatisfied
95785,Male,Loyal Customer,68,Personal Travel,Eco,419,neutral or dissatisfied
1144,Male,Loyal Customer,60,Personal Travel,Eco,158,neutral or dissatisfied
13984,Male,Loyal Customer,43,Business travel,Business,3742,satisfied
40555,Female,Loyal Customer,54,Business travel,Eco,517,satisfied
32707,Female,Loyal Customer,43,Business travel,Business,2115,satisfied
77292,Male,disloyal Customer,45,Business travel,Business,391,neutral or dissatisfied
125455,Female,Loyal Customer,41,Business travel,Business,2917,satisfied
77809,Male,Loyal Customer,45,Personal Travel,Eco,689,neutral or dissatisfied
96848,Male,Loyal Customer,69,Business travel,Business,3227,neutral or dissatisfied
105,Female,Loyal Customer,55,Business travel,Business,2639,satisfied
120198,Male,Loyal Customer,51,Business travel,Business,1303,satisfied
37499,Female,Loyal Customer,25,Business travel,Business,3996,neutral or dissatisfied
122103,Male,Loyal Customer,28,Personal Travel,Eco,130,neutral or dissatisfied
55908,Female,Loyal Customer,31,Business travel,Eco,473,satisfied
52218,Female,Loyal Customer,37,Business travel,Eco,493,satisfied
25876,Female,Loyal Customer,51,Business travel,Business,2059,satisfied
42724,Male,Loyal Customer,57,Personal Travel,Eco,1042,neutral or dissatisfied
116942,Male,disloyal Customer,29,Business travel,Eco,646,neutral or dissatisfied
87063,Female,Loyal Customer,53,Business travel,Business,594,satisfied
46579,Male,Loyal Customer,28,Business travel,Business,141,neutral or dissatisfied
102258,Female,disloyal Customer,23,Business travel,Eco,226,neutral or dissatisfied
128429,Male,disloyal Customer,61,Business travel,Eco,304,neutral or dissatisfied
118900,Female,disloyal Customer,18,Business travel,Eco,570,satisfied
57866,Male,Loyal Customer,44,Personal Travel,Eco,955,neutral or dissatisfied
102049,Female,Loyal Customer,44,Business travel,Business,2600,neutral or dissatisfied
84525,Male,disloyal Customer,19,Business travel,Eco,2615,satisfied
116937,Female,Loyal Customer,31,Business travel,Business,1705,satisfied
3985,Male,Loyal Customer,50,Business travel,Business,479,satisfied
75423,Female,Loyal Customer,36,Business travel,Business,2330,neutral or dissatisfied
9589,Female,disloyal Customer,30,Business travel,Eco,292,neutral or dissatisfied
25621,Female,disloyal Customer,50,Business travel,Eco,526,neutral or dissatisfied
105016,Female,disloyal Customer,30,Business travel,Eco,255,neutral or dissatisfied
29978,Female,disloyal Customer,20,Business travel,Eco,261,neutral or dissatisfied
14247,Male,Loyal Customer,14,Personal Travel,Eco,1027,neutral or dissatisfied
8190,Female,Loyal Customer,50,Business travel,Business,3359,satisfied
57953,Female,Loyal Customer,49,Business travel,Eco,1062,neutral or dissatisfied
75134,Male,Loyal Customer,39,Business travel,Business,1726,satisfied
106860,Male,Loyal Customer,25,Business travel,Business,1993,satisfied
22351,Male,disloyal Customer,21,Business travel,Eco,83,neutral or dissatisfied
99276,Female,disloyal Customer,27,Business travel,Eco,935,neutral or dissatisfied
33937,Female,Loyal Customer,43,Business travel,Eco,1072,neutral or dissatisfied
34508,Male,Loyal Customer,41,Business travel,Eco,1428,satisfied
21193,Female,Loyal Customer,33,Business travel,Eco,192,satisfied
79177,Female,Loyal Customer,58,Business travel,Business,2422,satisfied
3795,Male,Loyal Customer,40,Business travel,Business,2679,satisfied
75698,Male,Loyal Customer,38,Business travel,Business,868,neutral or dissatisfied
106458,Male,Loyal Customer,56,Personal Travel,Eco,1670,neutral or dissatisfied
30801,Female,disloyal Customer,25,Business travel,Eco Plus,701,satisfied
68514,Male,Loyal Customer,20,Personal Travel,Eco Plus,1067,neutral or dissatisfied
60590,Male,Loyal Customer,49,Personal Travel,Eco,1290,neutral or dissatisfied
37902,Female,Loyal Customer,58,Business travel,Business,2609,neutral or dissatisfied
53212,Female,Loyal Customer,44,Business travel,Eco,612,neutral or dissatisfied
75535,Female,Loyal Customer,12,Personal Travel,Business,337,neutral or dissatisfied
91590,Male,Loyal Customer,60,Business travel,Business,3737,satisfied
119643,Female,disloyal Customer,29,Business travel,Business,507,satisfied
81137,Female,Loyal Customer,57,Business travel,Business,3114,satisfied
32277,Male,Loyal Customer,61,Business travel,Business,3045,satisfied
20367,Female,Loyal Customer,11,Personal Travel,Eco,287,neutral or dissatisfied
81751,Female,Loyal Customer,43,Business travel,Business,1310,satisfied
75451,Female,Loyal Customer,31,Business travel,Business,2342,satisfied
17112,Male,Loyal Customer,25,Personal Travel,Eco,466,satisfied
17635,Male,Loyal Customer,40,Business travel,Eco,783,satisfied
20505,Male,Loyal Customer,38,Personal Travel,Eco,139,neutral or dissatisfied
69964,Female,disloyal Customer,22,Business travel,Eco,236,neutral or dissatisfied
25383,Female,Loyal Customer,25,Personal Travel,Eco,591,neutral or dissatisfied
10158,Female,Loyal Customer,51,Business travel,Eco,1195,neutral or dissatisfied
50601,Male,Loyal Customer,43,Personal Travel,Eco,304,neutral or dissatisfied
94443,Female,Loyal Customer,49,Business travel,Business,189,satisfied
42151,Male,Loyal Customer,19,Personal Travel,Business,726,neutral or dissatisfied
78024,Male,Loyal Customer,50,Business travel,Business,2168,neutral or dissatisfied
90243,Female,Loyal Customer,42,Business travel,Business,2433,satisfied
123382,Male,Loyal Customer,35,Personal Travel,Eco Plus,644,neutral or dissatisfied
52042,Female,Loyal Customer,46,Business travel,Business,2826,satisfied
88023,Male,disloyal Customer,27,Business travel,Business,404,satisfied
27753,Male,disloyal Customer,25,Business travel,Eco,680,satisfied
85160,Female,disloyal Customer,36,Business travel,Business,731,neutral or dissatisfied
76192,Male,Loyal Customer,47,Business travel,Business,2422,satisfied
94224,Female,Loyal Customer,45,Business travel,Business,2422,satisfied
61694,Male,disloyal Customer,37,Business travel,Business,1608,neutral or dissatisfied
112125,Female,Loyal Customer,45,Business travel,Business,2565,neutral or dissatisfied
119251,Male,Loyal Customer,53,Business travel,Business,3904,satisfied
118547,Male,Loyal Customer,42,Business travel,Business,304,satisfied
120482,Male,Loyal Customer,19,Personal Travel,Eco,449,neutral or dissatisfied
124684,Female,disloyal Customer,33,Business travel,Eco,399,neutral or dissatisfied
49660,Male,Loyal Customer,55,Business travel,Business,2926,neutral or dissatisfied
59980,Male,Loyal Customer,59,Personal Travel,Eco,1068,neutral or dissatisfied
19472,Male,Loyal Customer,41,Business travel,Eco,84,neutral or dissatisfied
71179,Male,Loyal Customer,57,Business travel,Business,1722,satisfied
103812,Male,Loyal Customer,60,Business travel,Business,2303,satisfied
102022,Female,Loyal Customer,46,Business travel,Business,236,satisfied
112426,Female,disloyal Customer,14,Business travel,Eco,846,neutral or dissatisfied
2456,Female,Loyal Customer,48,Business travel,Business,722,satisfied
52274,Female,Loyal Customer,43,Business travel,Eco,370,neutral or dissatisfied
27989,Male,Loyal Customer,50,Business travel,Business,1616,satisfied
50444,Male,Loyal Customer,32,Business travel,Business,2072,neutral or dissatisfied
93635,Female,Loyal Customer,50,Personal Travel,Eco,577,neutral or dissatisfied
41357,Male,Loyal Customer,34,Personal Travel,Business,563,neutral or dissatisfied
65557,Male,Loyal Customer,40,Business travel,Business,1791,satisfied
14180,Female,Loyal Customer,50,Business travel,Business,692,neutral or dissatisfied
62803,Male,Loyal Customer,32,Personal Travel,Eco,2367,neutral or dissatisfied
122658,Female,Loyal Customer,44,Business travel,Business,361,satisfied
39325,Female,Loyal Customer,33,Business travel,Eco Plus,67,satisfied
95462,Female,Loyal Customer,59,Business travel,Business,677,satisfied
104091,Female,Loyal Customer,37,Business travel,Business,2242,neutral or dissatisfied
75314,Male,Loyal Customer,40,Business travel,Business,2615,satisfied
37967,Female,Loyal Customer,39,Business travel,Business,1249,satisfied
123099,Male,Loyal Customer,45,Business travel,Business,600,satisfied
29511,Male,Loyal Customer,42,Business travel,Eco Plus,1216,satisfied
19507,Male,disloyal Customer,29,Business travel,Eco,508,neutral or dissatisfied
42270,Male,Loyal Customer,31,Business travel,Eco,329,neutral or dissatisfied
40442,Male,Loyal Customer,53,Business travel,Eco,461,satisfied
94931,Female,Loyal Customer,41,Business travel,Business,1934,satisfied
58147,Female,Loyal Customer,57,Business travel,Business,925,satisfied
125708,Male,Loyal Customer,14,Personal Travel,Eco,857,neutral or dissatisfied
20572,Female,Loyal Customer,44,Business travel,Eco,165,satisfied
101729,Male,Loyal Customer,36,Personal Travel,Eco,1216,neutral or dissatisfied
95054,Male,Loyal Customer,23,Personal Travel,Eco,323,neutral or dissatisfied
30857,Male,Loyal Customer,68,Personal Travel,Business,1546,neutral or dissatisfied
51851,Female,disloyal Customer,30,Business travel,Eco Plus,651,neutral or dissatisfied
105722,Male,disloyal Customer,40,Business travel,Eco,925,neutral or dissatisfied
62916,Female,disloyal Customer,36,Business travel,Business,862,neutral or dissatisfied
97351,Female,Loyal Customer,38,Business travel,Business,2831,satisfied
48350,Male,disloyal Customer,24,Business travel,Eco,587,satisfied
18216,Female,Loyal Customer,43,Business travel,Business,3484,satisfied
32837,Male,Loyal Customer,60,Personal Travel,Eco,101,satisfied
84803,Female,Loyal Customer,57,Business travel,Business,2227,satisfied
16559,Male,Loyal Customer,65,Business travel,Business,1974,satisfied
66696,Female,Loyal Customer,59,Business travel,Business,802,satisfied
118370,Male,Loyal Customer,30,Personal Travel,Eco Plus,602,neutral or dissatisfied
1857,Female,Loyal Customer,44,Business travel,Business,3798,satisfied
66726,Male,Loyal Customer,11,Personal Travel,Eco,978,neutral or dissatisfied
119877,Female,Loyal Customer,44,Personal Travel,Eco,936,neutral or dissatisfied
47421,Male,disloyal Customer,28,Business travel,Eco,501,neutral or dissatisfied
28521,Female,Loyal Customer,35,Business travel,Business,2677,satisfied
102218,Male,Loyal Customer,59,Business travel,Business,1676,neutral or dissatisfied
114096,Male,Loyal Customer,33,Personal Travel,Eco,2139,satisfied
7859,Male,disloyal Customer,24,Business travel,Business,910,satisfied
80172,Male,disloyal Customer,23,Business travel,Eco,2475,neutral or dissatisfied
16242,Female,disloyal Customer,32,Business travel,Eco,748,neutral or dissatisfied
30299,Male,Loyal Customer,12,Business travel,Eco,1476,satisfied
29528,Male,Loyal Customer,34,Personal Travel,Eco,1009,neutral or dissatisfied
104421,Male,disloyal Customer,41,Business travel,Business,1147,satisfied
107548,Female,Loyal Customer,50,Business travel,Business,1521,neutral or dissatisfied
82600,Female,Loyal Customer,41,Business travel,Business,2199,neutral or dissatisfied
84476,Female,Loyal Customer,60,Personal Travel,Eco,1142,neutral or dissatisfied
1458,Female,disloyal Customer,32,Business travel,Business,695,neutral or dissatisfied
34201,Male,Loyal Customer,21,Personal Travel,Eco,1129,neutral or dissatisfied
128088,Male,Loyal Customer,28,Business travel,Eco,2917,neutral or dissatisfied
23204,Female,Loyal Customer,46,Personal Travel,Eco Plus,300,neutral or dissatisfied
30004,Female,Loyal Customer,32,Business travel,Business,3212,neutral or dissatisfied
41410,Female,Loyal Customer,31,Personal Travel,Eco,563,satisfied
98073,Female,Loyal Customer,65,Business travel,Eco,1449,neutral or dissatisfied
124597,Female,Loyal Customer,40,Personal Travel,Eco,500,neutral or dissatisfied
67023,Female,Loyal Customer,56,Business travel,Business,2148,satisfied
24454,Male,Loyal Customer,37,Business travel,Business,2974,satisfied
73559,Male,Loyal Customer,38,Business travel,Business,1994,satisfied
117582,Female,Loyal Customer,55,Business travel,Business,2985,satisfied
99158,Male,Loyal Customer,33,Business travel,Eco,986,neutral or dissatisfied
66257,Female,Loyal Customer,10,Personal Travel,Eco,550,neutral or dissatisfied
69196,Female,Loyal Customer,35,Personal Travel,Eco Plus,187,neutral or dissatisfied
12279,Male,disloyal Customer,21,Business travel,Eco,253,neutral or dissatisfied
87667,Female,Loyal Customer,53,Business travel,Business,2297,neutral or dissatisfied
46333,Female,Loyal Customer,22,Business travel,Business,692,satisfied
51838,Male,Loyal Customer,11,Personal Travel,Eco Plus,509,neutral or dissatisfied
9150,Male,Loyal Customer,21,Personal Travel,Eco,227,neutral or dissatisfied
25810,Male,disloyal Customer,9,Business travel,Eco,1747,neutral or dissatisfied
69092,Female,Loyal Customer,38,Personal Travel,Eco,1389,neutral or dissatisfied
60240,Female,Loyal Customer,55,Personal Travel,Eco,1506,neutral or dissatisfied
27975,Female,Loyal Customer,30,Business travel,Business,2378,satisfied
85193,Male,disloyal Customer,26,Business travel,Business,874,neutral or dissatisfied
12232,Male,disloyal Customer,22,Business travel,Eco,192,neutral or dissatisfied
20291,Male,Loyal Customer,11,Personal Travel,Eco,137,neutral or dissatisfied
14907,Female,Loyal Customer,62,Personal Travel,Eco,315,neutral or dissatisfied
80655,Male,Loyal Customer,25,Business travel,Business,821,satisfied
55996,Male,disloyal Customer,22,Business travel,Eco,2586,satisfied
36962,Female,Loyal Customer,39,Business travel,Eco,814,satisfied
66737,Male,Loyal Customer,43,Personal Travel,Eco,802,satisfied
129042,Male,disloyal Customer,31,Business travel,Eco,1744,neutral or dissatisfied
66937,Female,Loyal Customer,41,Business travel,Business,929,satisfied
98737,Female,Loyal Customer,52,Business travel,Eco,1558,neutral or dissatisfied
2540,Female,Loyal Customer,44,Business travel,Business,2014,satisfied
117351,Female,disloyal Customer,22,Business travel,Eco,296,neutral or dissatisfied
28925,Female,Loyal Customer,27,Business travel,Business,954,satisfied
1678,Male,Loyal Customer,30,Business travel,Business,2475,neutral or dissatisfied
74980,Male,Loyal Customer,63,Personal Travel,Eco,2475,neutral or dissatisfied
56426,Female,Loyal Customer,34,Business travel,Business,719,neutral or dissatisfied
69655,Female,Loyal Customer,41,Business travel,Business,2729,neutral or dissatisfied
29554,Female,disloyal Customer,25,Business travel,Eco,933,neutral or dissatisfied
57825,Female,Loyal Customer,15,Personal Travel,Eco,622,neutral or dissatisfied
2642,Male,Loyal Customer,31,Business travel,Business,597,satisfied
30936,Male,disloyal Customer,38,Business travel,Eco,1024,neutral or dissatisfied
107682,Male,disloyal Customer,25,Business travel,Business,251,neutral or dissatisfied
8715,Female,Loyal Customer,23,Personal Travel,Eco,227,neutral or dissatisfied
66694,Female,Loyal Customer,37,Business travel,Business,978,neutral or dissatisfied
